SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,Trachea
193,MODEL1,PARMS,Trachea,1.936104973,2.914472534,0.331686756,-0.769025164,3.049003813,0.721917532,-0.812539083,2.135808515,-1
194,MODEL1,PARMS,Trachea,1.731774922,42.55148033,0.299477735,-0.329350419,-0.787309282,-1.672046348,6.686527653,-12.96203288,-1
195,MODEL1,PARMS,Trachea,1.721627379,14.42404521,0.425829238,-0.330081737,0.329953004,-0.004174998,0.766738124,-0.032440686,-1
196,MODEL1,PARMS,Trachea,1.739247801,47.60526429,0.235101894,-0.437842919,-0.452807135,-1.939667083,6.721162749,-12.34506774,-1
197,MODEL1,PARMS,Trachea,1.822473445,21.34071515,0.536954016,-1.218086333,3.699017471,-0.44199231,1.980380125,-3.019673056,-1
198,MODEL1,PARMS,Trachea,1.773210874,11.48739897,0.240194155,-0.225114661,0.07577874,0.246265394,0.296013116,-0.61673343,-1
199,MODEL1,PARMS,Trachea,1.858852862,5.684367631,-0.105486978,0.472725548,-1.565996013,0.681953668,-1.187054656,3.334289319,-1
200,MODEL1,PARMS,Trachea,1.919621305,41.91513225,0.136398227,0.059056031,-1.587579935,-1.5795269,6.297437345,-12.4988789,-1
201,MODEL1,PARMS,Trachea,1.798002052,-2.935308967,0.420404934,-1.39638155,4.11884358,1.107366979,-2.799121504,6.01892246,-1
202,MODEL1,PARMS,Trachea,1.870206047,17.23067367,0.138514823,-0.33406717,1.687572889,-0.054677713,-0.972356636,3.932644579,-1
203,MODEL1,PARMS,Trachea,1.814186247,10.48644135,-0.147843458,0.784983785,-3.359791304,0.406389514,-1.09567238,2.723116055,-1
204,MODEL1,PARMS,Trachea,1.815088634,-4.494986791,0.061853107,0.105949896,-1.251187909,1.290379086,-4.388168357,9.322426789,-1
205,MODEL1,PARMS,Trachea,1.936356156,8.65351578,0.54750463,-0.525223602,-0.188069454,0.301771545,2.370623995,-5.358068628,-1
206,MODEL1,PARMS,Trachea,1.701635469,35.48087162,-0.0950553,1.089165124,-4.74167744,-1.144960915,4.994558212,-10.31525244,-1
207,MODEL1,PARMS,Trachea,1.798509541,3.009073681,-0.077734014,0.802678542,-3.868380455,0.82198526,-2.016531918,5.250265661,-1
208,MODEL1,PARMS,Trachea,1.94371526,15.93000046,0.060321201,0.131392144,-0.109903582,0.020953297,0.919369062,-1.153428093,-1
209,MODEL1,PARMS,Trachea,1.85977517,1.623376444,0.154792478,-0.605262623,2.562645596,0.887735821,-2.311542496,4.924971703,-1
210,MODEL1,PARMS,Trachea,1.815567311,41.59448781,0.190339837,-0.574213953,2.757402701,-1.591760918,6.262093969,-12.00316186,-1
211,MODEL1,PARMS,Trachea,1.830764066,38.57806188,0.247201961,0.450977305,-3.851642141,-1.419307715,5.715021488,-10.64716343,-1
212,MODEL1,PARMS,Trachea,2.09927277,1.252591819,-0.131522395,0.328489328,0.137713362,0.960060432,-1.87030633,4.372106184,-1
213,MODEL1,PARMS,Trachea,1.760478561,11.75334611,0.082830235,-0.37049575,2.278638017,0.30223757,-0.732730869,2.476181737,-1
214,MODEL1,PARMS,Trachea,1.935350196,35.03858606,0.236236639,-0.423704743,1.459028454,-1.179575246,2.926304046,-4.323674489,-1
215,MODEL1,PARMS,Trachea,1.977793814,10.14724128,0.408001211,-0.941947707,2.433691752,0.275955117,1.171363126,-2.211055674,-1
216,MODEL1,PARMS,Trachea,1.958198938,1.55985498,0.338077726,-0.783300525,3.247059917,0.849692198,-3.902169043,10.26552498,-1
217,MODEL1,PARMS,Trachea,1.89891355,6.970530754,0.256678749,-0.664308421,2.587005278,0.516883917,-0.925089136,2.529357074,-1
218,MODEL1,PARMS,Trachea,2.074630915,40.78949348,-0.101895152,0.398888157,-2.136878046,-1.425080401,4.078183407,-7.055184615,-1
219,MODEL1,PARMS,Trachea,1.770435437,13.77632914,0.508105754,-1.737823268,6.114865465,0.079309481,-0.509120928,2.393504687,-1
220,MODEL1,PARMS,Trachea,1.973698475,19.40078751,0.147453722,-0.38530804,1.598095354,-0.187999952,-0.058091191,1.438868229,-1
221,MODEL1,PARMS,Trachea,1.826270258,22.53242813,0.16622272,0.201971128,-2.436438023,-0.395952001,1.96011811,-3.675349601,-1
222,MODEL1,PARMS,Trachea,1.852179626,45.67253593,0.49700642,-1.520612257,5.177217402,-1.909075579,8.188912994,-15.39994854,-1
223,MODEL1,PARMS,Trachea,1.762114103,3.061282899,0.170945207,-0.469694659,2.341208401,0.762209193,-0.870405588,2.063560921,-1
224,MODEL1,PARMS,Trachea,2.223390272,25.1271218,-0.566701822,1.686561678,-5.894949929,-0.394052721,2.522874606,-4.431725258,-1
225,MODEL1,PARMS,Trachea,1.980802441,12.60186762,0.47098208,-0.468268914,0.392848494,0.112244397,0.12468382,0.395466819,-1
226,MODEL1,PARMS,Trachea,1.777424063,-3.632784064,0.048222334,-0.556103741,2.971219121,1.233008263,-3.274154927,7.12138134,-1
227,MODEL1,PARMS,Trachea,1.804040706,4.899688623,0.313673934,-0.481575026,0.676999897,0.640154802,-0.495668763,0.770968717,-1
228,MODEL1,PARMS,Trachea,1.942056262,-4.5125191,-0.00250346,-0.131280017,0.180305994,1.26725216,-2.074106676,4.002914932,-1
229,MODEL1,PARMS,Trachea,1.864472417,2.628464033,0.157509058,-0.475521232,2.204170025,0.800415394,-1.634146949,4.037375338,-1
230,MODEL1,PARMS,Trachea,2.022809232,43.71133213,0.477480808,-0.489920253,0.006503928,-1.815111263,9.41848484,-20.09619368,-1
231,MODEL1,PARMS,Trachea,2.015323565,5.81996002,-0.032121601,0.386001516,-1.978852882,0.646648758,0.112683092,0.445293839,-1
232,MODEL1,PARMS,Trachea,1.956084181,46.22908879,-0.222662955,0.919769543,-4.521318879,-1.757979748,6.716344877,-13.30565828,-1
233,MODEL1,PARMS,Trachea,1.760877194,9.835881318,0.295466022,-0.512780123,1.738131336,0.337468632,-0.162712811,0.550639189,-1
234,MODEL1,PARMS,Trachea,1.862000738,15.34139718,0.225130615,-0.010520761,-0.14011984,-0.016814472,2.700434832,-5.79416315,-1
235,MODEL1,PARMS,Trachea,1.836937765,0.403548211,0.141240012,-0.175031051,-0.541631126,0.957433738,-3.726464489,9.778704999,-1
236,MODEL1,PARMS,Trachea,1.829690919,9.933818972,0.488763773,-1.730204716,6.578436743,0.276193237,0.403240987,-0.408118871,-1
237,MODEL1,PARMS,Trachea,1.933543699,22.94917157,0.144902212,-0.044867272,-0.197759415,-0.415867208,1.603959926,-2.421125972,-1
238,MODEL1,PARMS,Trachea,1.789013243,17.64570307,-0.415872597,1.266793446,-4.946669537,0.056229211,-0.367314961,2.470261456,-1
239,MODEL1,PARMS,Trachea,1.847794432,11.48452799,0.032725899,0.371664817,-2.803039668,0.298283703,-1.103264829,3.520170324,-1
240,MODEL1,PARMS,Trachea,1.893709975,34.77043998,-0.239494094,1.153015938,-4.184360695,-1.079303283,5.631214922,-12.18643556,-1
241,MODEL1,PARMS,Trachea,1.844943301,13.84156606,-0.126970357,0.050343136,-0.432612953,0.224191523,0.681710826,-3.009595714,-1
242,MODEL1,PARMS,Trachea,1.889211718,21.95249731,0.098833471,0.249891245,-0.904226744,-0.370133169,1.532774295,-1.99907444,-1
243,MODEL1,PARMS,Trachea,1.915473041,17.95935996,0.130296326,0.251588109,-1.961742972,-0.110427094,1.231096441,-1.972393551,-1
244,MODEL1,PARMS,Trachea,1.899561821,0.357866491,0.20886264,-0.170919022,0.409561673,0.910371609,-1.80043986,4.59510289,-1
245,MODEL1,PARMS,Trachea,2.045158684,17.51414524,0.13719221,0.798983659,-4.315093479,-0.13832633,4.056132157,-9.468788458,-1
246,MODEL1,PARMS,Trachea,1.95703368,-8.382495934,0.703697616,-1.782573884,5.663231163,1.343178628,-2.826130581,5.374329059,-1
247,MODEL1,PARMS,Trachea,1.809703328,-5.911061319,0.011553113,0.461713955,-2.554958023,1.370587968,-3.759204785,7.846456054,-1
248,MODEL1,PARMS,Trachea,1.851273277,11.49702005,0.381020416,-1.173552864,3.877881836,0.218898652,1.411120202,-3.600753798,-1
249,MODEL1,PARMS,Trachea,2.026745842,14.10399553,0.271789433,-0.550548697,2.43576108,0.059442969,2.054387594,-3.910608566,-1
250,MODEL1,PARMS,Trachea,2.047976106,18.35403329,-0.26184081,0.733876308,-2.728794989,-0.011789124,0.531835253,-0.594606772,-1
251,MODEL1,PARMS,Trachea,1.965868738,7.863413215,-0.239532788,1.007123152,-4.561348077,0.586596728,-1.757314541,4.790917035,-1
252,MODEL1,PARMS,Trachea,1.945419834,28.01322932,0.267002981,-1.314898046,5.280810703,-0.743115458,2.495501293,-4.212481575,-1
253,MODEL1,PARMS,Trachea,1.845800947,37.77139074,0.4163324,-1.322157135,4.73722921,-1.389360427,4.813975798,-8.275374877,-1
254,MODEL1,PARMS,Trachea,1.974339162,3.91522245,0.378721438,-1.95221491,7.436471476,0.712778703,0.472971834,-2.312326965,-1
255,MODEL1,PARMS,Trachea,1.905615356,5.966982334,-0.251326455,0.939845239,-3.805912079,0.732286644,-2.108447472,5.19517782,-1
256,MODEL1,PARMS,Trachea,1.61900035,7.974606863,0.034799981,-0.080480112,-0.292279562,0.544883118,-1.524747444,4.240534948,-1
257,MODEL1,PARMS,Trachea,1.824950534,12.58783402,-0.038833455,-0.217328379,0.641620709,0.296276583,-0.687934991,1.69683841,-1
258,MODEL1,PARMS,Trachea,1.938323214,7.179553349,0.209691791,-0.022603138,-1.085631893,0.497613573,0.957202358,-2.228050175,-1
259,MODEL1,PARMS,Trachea,1.972446172,10.86170511,-0.054507018,0.655623762,-3.112614161,0.333870621,2.321113678,-6.414790454,-1
260,MODEL1,PARMS,Trachea,1.901061502,7.080376236,0.152592929,-0.477158639,1.746931931,0.525359009,-1.140503551,4.819176668,-1
261,MODEL1,PARMS,Trachea,2.175317804,10.55946722,-0.289184125,1.319729854,-5.69214875,0.413532437,0.885625978,-2.114689102,-1
262,MODEL1,PARMS,Trachea,1.970512103,-4.021829655,0.297081983,-0.431693784,2.032026137,1.153925765,-3.181473474,7.293367052,-1
263,MODEL1,PARMS,Trachea,2.028196053,25.30431673,-0.217267295,0.221555587,0.262038703,-0.473798302,2.348876795,-4.157742021,-1
264,MODEL1,PARMS,Trachea,2.17676961,14.32419304,0.108171757,-0.137606123,-0.094821689,0.081284177,3.298321004,-7.64224305,-1
265,MODEL1,PARMS,Trachea,1.985154271,-2.212902853,0.135432248,-0.032493468,-0.513322361,1.113027339,-2.796382537,6.138430024,-1
266,MODEL1,PARMS,Trachea,1.837046811,12.35826322,0.15384395,0.177012108,-1.77153993,0.174314878,3.368152128,-7.878180224,-1
267,MODEL1,PARMS,Trachea,1.864322442,9.286144531,0.050790922,0.300005468,-2.088830156,0.420017433,-0.833960179,1.943106238,-1
268,MODEL1,PARMS,Trachea,2.015169162,28.45191108,0.109467762,-0.173718744,0.44032508,-0.737939465,1.873008461,-2.414773259,-1
269,MODEL1,PARMS,Trachea,2.120970114,22.3428002,-0.279709094,1.193300557,-4.903055396,-0.285537072,2.095806641,-3.44805081,-1
270,MODEL1,PARMS,Trachea,1.701765536,33.34718957,0.064846991,0.899761733,-5.307049874,-1.061324047,3.543142559,-5.795872625,-1
271,MODEL1,PARMS,Trachea,1.818303003,15.39375712,0.336310678,-0.64088818,2.555834243,-0.04904339,2.781054437,-6.296615694,-1
272,MODEL1,PARMS,Trachea,1.910458784,37.79994398,0.10877647,0.225398644,-2.636240064,-1.2991314,4.916390612,-10.24162771,-1
273,MODEL1,PARMS,Trachea,1.866633452,1.150807088,0.083907435,-0.358027124,1.27525575,0.954230727,-4.434409276,10.64396915,-1
274,MODEL1,PARMS,Trachea,1.92587734,9.756443204,0.32325329,-0.403000665,1.103025622,0.303000347,2.049545502,-4.970428186,-1
275,MODEL1,PARMS,Trachea,1.774138717,12.29839993,0.166903428,-0.03457921,-0.215882592,0.204294152,1.070426335,-2.36603986,-1
276,MODEL1,PARMS,Trachea,1.864305083,5.860151874,0.13949037,0.178680851,-2.143476726,0.587017861,0.47422866,-1.54600108,-1
277,MODEL1,PARMS,Trachea,1.898933371,30.23446131,-0.026181902,0.148135341,-0.698863683,-0.827168776,3.788371594,-6.973077677,-1
278,MODEL1,PARMS,Trachea,1.925849102,32.57976237,0.152077331,-0.597657486,1.707122651,-1.000970621,3.718977266,-6.199186875,-1
279,MODEL1,PARMS,Trachea,1.770647785,19.80833745,-0.086738374,0.494398924,-2.415457893,-0.166976355,1.682102527,-3.569775018,-1
280,MODEL1,PARMS,Trachea,1.779869515,40.61791288,0.453150932,-1.081956794,2.424061289,-1.552251349,5.400180743,-10.57710528,-1
281,MODEL1,PARMS,Trachea,2.159973246,19.88337387,-0.077747883,0.293588773,-0.968727258,-0.177146003,1.129299789,-1.873987878,-1
282,MODEL1,PARMS,Trachea,1.913932708,12.17994775,0.185932761,-0.198939661,0.201580898,0.192436781,2.393237208,-5.749807818,-1
283,MODEL1,PARMS,Trachea,1.948889417,22.20168327,0.28115794,-0.27983036,-0.102215714,-0.412528132,1.227435672,-1.803513594,-1
284,MODEL1,PARMS,Trachea,2.071081966,13.00150258,0.039970795,0.356125279,-1.35299108,0.163989523,2.734039789,-6.169368421,-1
285,MODEL1,PARMS,Trachea,1.971758303,24.55863779,0.261292094,-0.635535201,2.401397548,-0.588354077,5.125325324,-11.15313637,-1
286,MODEL1,PARMS,Trachea,1.650778367,4.157308802,-0.020232285,0.524571915,-2.881261117,0.733871028,0.269465693,-0.916715418,-1
287,MODEL1,PARMS,Trachea,1.894703828,35.4922123,0.229664336,-0.365627897,0.429879918,-1.219134759,5.780179435,-11.67813357,-1
288,MODEL1,PARMS,Trachea,1.961968899,12.48303765,-0.158342014,0.152406599,-0.539731803,0.299869035,1.539992007,-4.16307065,-1
289,MODEL1,PARMS,Trachea,1.768240744,17.8533744,0.141444751,0.284879779,-1.866634005,-0.133432706,2.450261468,-5.531107255,-1
290,MODEL1,PARMS,Trachea,1.82349221,18.77673826,0.441263928,-1.056978722,3.042423258,-0.225723977,0.8530717,-1.050770216,-1
291,MODEL1,PARMS,Trachea,1.949709463,12.69138857,0.394267186,-1.345030873,4.922157447,0.115952583,2.919594612,-6.927724662,-1
292,MODEL1,PARMS,Trachea,1.946554301,38.77722176,0.454733489,-0.835502851,2.675778775,-1.46902851,6.764862064,-14.46266411,-1
293,MODEL1,PARMS,Trachea,1.996014992,-6.91237669,0.166369994,-0.199556719,-0.131797554,1.381904627,-3.187044205,6.527865898,-1
294,MODEL1,PARMS,Trachea,1.926914954,43.73319819,0.33723333,-0.832450891,2.172550422,-1.737108785,6.703296338,-13.00870066,-1
295,MODEL1,PARMS,Trachea,1.745468078,3.26431524,0.021685019,0.315442056,-1.471544248,0.787190386,-1.619170967,4.185562743,-1
296,MODEL1,PARMS,Trachea,2.101091244,13.52112717,-0.233327007,0.289461041,-1.069750294,0.286964254,-0.999603029,2.969535747,-1
297,MODEL1,PARMS,Trachea,1.811562792,21.74036411,0.410380799,-0.463907768,0.483136268,-0.434637049,2.967821691,-5.996755482,-1
298,MODEL1,PARMS,Trachea,1.916392549,14.65232012,0.334822477,-0.86319338,1.983659596,0.049814789,1.833011494,-4.267970886,-1
299,MODEL1,PARMS,Trachea,1.956870953,27.06214988,0.276558972,-1.043655306,3.207589635,-0.698861093,3.589077474,-6.80811594,-1
300,MODEL1,PARMS,Trachea,1.661566198,28.98240845,0.342822009,-0.586899816,1.732424352,-0.823357929,1.803361374,-1.62996218,-1
301,MODEL1,PARMS,Trachea,2.058052929,3.471829455,0.050362561,0.389817215,-1.890091068,0.783592993,-2.909042748,8.17384107,-1
302,MODEL1,PARMS,Trachea,1.846558675,9.554322203,0.109922572,0.646427701,-3.452189146,0.384841834,-0.96881733,3.279676231,-1
303,MODEL1,PARMS,Trachea,2.162209399,16.90696431,0.614256749,-1.896659895,6.365830406,-0.167640484,2.953901105,-6.449269388,-1
304,MODEL1,PARMS,Trachea,1.782414378,-8.441293025,-0.119814357,0.600083506,-3.097778148,1.561869126,-3.890620982,8.634925854,-1
305,MODEL1,PARMS,Trachea,2.072093779,24.3213073,-0.090226962,-0.351619813,2.174126115,-0.403107405,-0.623598495,3.98728135,-1
306,MODEL1,PARMS,Trachea,1.932498186,-1.584005828,-0.129304003,0.610590298,-2.927463122,1.140685086,-3.418945166,8.062075998,-1
307,MODEL1,PARMS,Trachea,1.652671218,4.93204677,0.495538547,-1.118574758,3.490799183,0.604505254,-1.921714986,4.897078336,-1
308,MODEL1,PARMS,Trachea,1.99321557,-0.22298466,0.251834437,-0.708722927,3.01915723,0.951133696,-1.459010927,3.381607269,-1
309,MODEL1,PARMS,Trachea,2.063579874,15.25108709,0.126582844,0.133260935,-0.873528646,0.023239073,0.48839497,-0.308672157,-1
310,MODEL1,PARMS,Trachea,1.859815385,15.24102603,0.08834332,0.165039008,-1.845495832,0.049132521,1.320041347,-2.965159186,-1
311,MODEL1,PARMS,Trachea,1.840737054,11.91951478,0.179075679,-0.117639782,0.241050861,0.220792099,0.398576347,-0.081132343,-1
312,MODEL1,PARMS,Trachea,2.025929429,14.87265056,0.262002526,0.291015979,-2.358331427,-0.003934102,1.271888628,-1.427863029,-1
313,MODEL1,PARMS,Trachea,1.88727055,7.68892262,0.343917703,-0.092308768,-1.296793008,0.42657472,0.625698557,-0.994240876,-1
314,MODEL1,PARMS,Trachea,1.776328387,4.769786712,-0.279177966,1.301229982,-5.59300278,0.762968205,-1.111919149,3.181299377,-1
315,MODEL1,PARMS,Trachea,1.724648218,12.55063315,0.101520597,0.538371142,-3.375439053,0.22100192,-0.08348663,0.232352308,-1
316,MODEL1,PARMS,Trachea,1.914133219,17.23740191,-0.155103986,0.778670209,-3.2880016,0.008717751,0.868855318,-1.585020262,-1
317,MODEL1,PARMS,Trachea,1.803467018,8.415728949,-0.288604783,0.45071,-0.67285877,0.578987676,0.519187057,-2.01195269,-1
318,MODEL1,PARMS,Trachea,2.105961744,31.24752116,-0.569732296,2.128963563,-8.341168703,-0.730232094,0.786550615,0.392096459,-1
319,MODEL1,PARMS,Trachea,1.923785485,0.68041155,0.07626316,0.00658325,-0.103809926,0.924158837,-0.652534149,0.961966467,-1
320,MODEL1,PARMS,Trachea,1.996654323,17.55456508,0.051928291,0.200837729,-0.749105103,-0.087089194,1.895205807,-3.77202562,-1
321,MODEL1,PARMS,Trachea,1.819602529,12.06574268,0.254900455,0.006776482,-0.884536249,0.195957104,0.348929156,0.593056088,-1
322,MODEL1,PARMS,Trachea,1.947681854,24.74100139,-0.219492984,1.09959049,-4.790058018,-0.455116159,2.406387735,-4.618711084,-1
323,MODEL1,PARMS,Trachea,1.757962836,3.51885053,0.230616831,-0.53880646,1.335026951,0.747043711,-1.495571948,3.017258702,-1
324,MODEL1,PARMS,Trachea,1.981149804,47.1753543,-0.06696393,0.799344462,-3.370541049,-1.853201227,5.556362761,-10.1406348,-1
325,MODEL1,PARMS,Trachea,1.828787941,29.33316147,0.232433309,-0.262551265,-0.965330258,-0.848795649,5.424104714,-11.96480874,-1
326,MODEL1,PARMS,Trachea,2.042570193,17.63921367,0.138118144,0.049155772,-0.790101883,-0.111018121,0.506383386,-0.016214197,-1
327,MODEL1,PARMS,Trachea,1.812985276,30.66884626,0.320833608,-0.117351471,-0.757705102,-0.965038651,4.963879922,-9.848509773,-1
328,MODEL1,PARMS,Trachea,1.863545093,22.7988885,-0.130355296,1.035031033,-4.937793232,-0.328184423,0.30053777,0.786154351,-1
329,MODEL1,PARMS,Trachea,1.986321446,21.90085469,0.195030741,-0.082132608,-0.550235601,-0.395919751,3.401073533,-6.702137322,-1
330,MODEL1,PARMS,Trachea,1.873414562,16.48054964,0.376824815,-0.753390968,1.36240759,-0.101730996,2.16622851,-3.935586457,-1
331,MODEL1,PARMS,Trachea,1.93107593,13.75914766,0.435297678,-1.360758306,6.018857885,0.049542137,2.296900007,-4.370110222,-1
332,MODEL1,PARMS,Trachea,2.001975972,-2.856346129,0.358849268,-1.390061865,5.141053368,1.104722576,-2.49123384,5.762226348,-1
333,MODEL1,PARMS,Trachea,2.033068893,26.20526572,0.234389121,0.163641102,-2.181616487,-0.628824882,1.079189916,-1.53409883,-1
334,MODEL1,PARMS,Trachea,1.910129523,23.874065,-0.349922243,1.592901131,-6.956967828,-0.366334142,1.466475474,-1.795025764,-1
335,MODEL1,PARMS,Trachea,1.786443878,17.38701695,-0.052099948,0.078599135,-0.648710416,0.001426127,-0.389963583,1.746715956,-1
336,MODEL1,PARMS,Trachea,1.994079284,12.35477956,0.341205686,-0.417828041,0.738287395,0.173082558,-0.085971455,0.623993382,-1
337,MODEL1,PARMS,Trachea,1.863671883,5.221767712,0.375673117,-0.412134155,1.232994767,0.535425526,2.186473,-5.329946147,-1
338,MODEL1,PARMS,Trachea,1.997982733,25.77057996,0.173798144,-0.295622287,0.675845876,-0.590541815,2.542454126,-4.989085217,-1
339,MODEL1,PARMS,Trachea,1.872626483,3.003574268,0.111610111,-0.44374555,1.964845071,0.818709544,-2.336545728,5.379468178,-1
340,MODEL1,PARMS,Trachea,1.957253398,50.57076032,-0.101240442,0.796696106,-3.607447174,-2.05271741,8.618795115,-16.56336951,-1
341,MODEL1,PARMS,Trachea,1.849525765,20.23646275,0.523166319,-0.587536794,0.352324174,-0.389940849,3.205880891,-5.42400751,-1
342,MODEL1,PARMS,Trachea,1.879696479,22.43436781,0.07247519,0.468461879,-2.511974801,-0.399277009,3.710461866,-8.37252746,-1
343,MODEL1,PARMS,Trachea,1.992895605,1.73901877,0.424766386,-0.670249164,2.880870933,0.751666112,0.744498501,-2.357486101,-1
344,MODEL1,PARMS,Trachea,1.764929343,11.07953277,0.367761855,-0.830635122,2.421614885,0.262117789,-0.215407981,1.368152107,-1
345,MODEL1,PARMS,Trachea,1.845790142,-7.646141818,0.238334105,0.075092177,-1.114055884,1.399482843,-3.093943184,6.180173828,-1
346,MODEL1,PARMS,Trachea,1.761506913,42.49240154,-0.00297601,0.950230605,-5.055788492,-1.601710431,6.75763927,-13.69872462,-1
347,MODEL1,PARMS,Trachea,1.868410526,13.24679074,0.099659238,0.629161375,-3.865456623,0.161766117,1.113120662,-2.215045002,-1
348,MODEL1,PARMS,Trachea,2.020591769,31.42025125,-0.245889314,1.412025721,-6.034874278,-0.892327916,6.312114136,-14.38451637,-1
349,MODEL1,PARMS,Trachea,1.893679221,12.64202644,0.056480459,0.576311721,-3.681243044,0.208260079,0.84713061,-1.593071577,-1
350,MODEL1,PARMS,Trachea,1.790116578,36.45610305,0.430749255,-0.385628867,0.455840433,-1.359756187,7.514863214,-17.59622065,-1
351,MODEL1,PARMS,Trachea,1.770671102,23.09902931,-0.014894168,0.309589154,-1.94980258,-0.389801241,1.871607691,-2.921525622,-1
352,MODEL1,PARMS,Trachea,1.972200449,20.49327301,0.498033203,-0.929046292,2.070224742,-0.392344877,3.530181061,-7.215492857,-1
353,MODEL1,PARMS,Trachea,1.684797059,9.673094799,0.026802623,0.461528689,-2.848233223,0.401282345,0.091575296,-0.184003001,-1
354,MODEL1,PARMS,Trachea,1.774970333,40.21553657,0.177104926,0.028373193,-1.024149308,-1.511838056,6.079061301,-11.20051214,-1
355,MODEL1,PARMS,Trachea,1.820971778,25.09823722,0.132980731,-0.221499698,0.88849218,-0.539060129,2.712025653,-5.904658073,-1
356,MODEL1,PARMS,Trachea,2.14337987,37.2237804,0.114953831,-0.07449133,-0.539950448,-1.275217854,6.159350215,-13.86690812,-1
357,MODEL1,PARMS,Trachea,1.813797811,35.52386405,0.107120427,0.259525271,-1.863091691,-1.176543296,3.99760712,-7.024607177,-1
358,MODEL1,PARMS,Trachea,2.088324818,10.66955219,-0.073116552,0.878058935,-4.087679381,0.336026268,1.991796307,-4.514718858,-1
359,MODEL1,PARMS,Trachea,1.966683261,-6.304451084,0.22325017,-0.062047045,-0.214850237,1.309125261,-1.856216184,3.626993463,-1
360,MODEL1,PARMS,Trachea,1.905579594,1.495137427,0.078383552,-0.020089113,0.437733056,0.906025047,-2.080803756,4.935902016,-1
361,MODEL1,PARMS,Trachea,1.857409103,23.10218374,0.12404991,0.147206232,-1.334266973,-0.42897578,2.38045598,-4.108832984,-1
362,MODEL1,PARMS,Trachea,1.996502261,29.67816795,-0.074415289,0.777358699,-3.131137749,-0.790499991,1.660221932,-1.197557573,-1
363,MODEL1,PARMS,Trachea,1.947532592,-4.641155548,0.208073679,0.096509893,-1.867897361,1.219265921,-1.872139453,3.594203007,-1
364,MODEL1,PARMS,Trachea,1.940653278,8.647453477,0.118224662,0.465963418,-3.620590853,0.439847091,-0.000452134,0.26420796,-1
365,MODEL1,PARMS,Trachea,1.832622343,9.049364897,-0.159189862,0.204175895,-0.110517768,0.501481055,0.50141842,-1.018690292,-1
366,MODEL1,PARMS,Trachea,1.775160534,22.3139326,-0.287390491,1.007622961,-3.375966909,-0.276453892,2.292484034,-4.461457467,-1
367,MODEL1,PARMS,Trachea,1.900659007,20.96053392,0.21872945,-0.207257543,0.117578923,-0.328990803,2.507134398,-5.445748336,-1
368,MODEL1,PARMS,Trachea,1.863133266,17.15773192,0.010359086,-0.095742743,0.310347592,-0.030720783,1.21341976,-2.552633188,-1
369,MODEL1,PARMS,Trachea,1.828339825,4.760090014,0.118908735,-0.045767217,-0.335352905,0.671521651,-1.342066921,3.386777331,-1
370,MODEL1,PARMS,Trachea,1.905348757,9.582735745,-0.123146208,0.809191234,-3.540706947,0.437978915,-0.120417199,1.328644377,-1
371,MODEL1,PARMS,Trachea,1.954406688,27.00856934,-0.050174215,0.364410227,-1.431827225,-0.632185373,3.650942451,-7.560054393,-1
372,MODEL1,PARMS,Trachea,2.002970486,2.560750458,0.010990887,0.750413026,-3.624298122,0.831505737,-1.496813092,3.791329442,-1
373,MODEL1,PARMS,Trachea,1.974480434,5.58163386,0.307219145,-0.060798263,-1.093767166,0.535029114,2.298233461,-6.58122216,-1
374,MODEL1,PARMS,Trachea,1.907070801,7.333370821,0.16154513,0.007555043,-1.476330742,0.505715141,-0.146298105,0.444894317,-1
375,MODEL1,PARMS,Trachea,1.888559871,24.15120068,0.655926711,-1.314913819,4.217344314,-0.648191238,5.215799837,-13.21744728,-1
376,MODEL1,PARMS,Trachea,1.936537316,-0.254044869,-0.245983021,0.94365157,-2.812121849,1.041759573,-0.760484554,1.291556578,-1
377,MODEL1,PARMS,Trachea,1.888761259,32.24614539,0.093778532,0.695974958,-4.293351746,-1.01174695,4.334726902,-8.151042551,-1
378,MODEL1,PARMS,Trachea,1.853797036,-12.61975831,0.091529049,0.011647671,0.05945124,1.760968271,-5.348713181,12.51213043,-1
379,MODEL1,PARMS,Trachea,2.014358321,21.05587047,0.294059289,-1.292240994,5.337709482,-0.356998645,3.049518372,-5.890636622,-1
380,MODEL1,PARMS,Trachea,2.040481381,26.76265559,0.046186565,0.046248398,-0.814815171,-0.62054284,2.556696272,-3.554099438,-1
381,MODEL1,PARMS,Trachea,1.890828039,15.34841328,-0.206807613,-0.067054243,0.306167704,0.17661706,-1.506769694,5.288785443,-1
382,MODEL1,PARMS,Trachea,1.714433816,-5.642589025,0.297899053,-0.381679855,0.925346312,1.252113425,-2.003879458,4.271587045,-1
383,MODEL1,PARMS,Trachea,1.970704646,39.60381633,0.353936729,-0.831428798,1.692934885,-1.502137457,7.910931394,-16.46932094,-1
384,MODEL1,PARMS,Trachea,1.718126451,28.60819729,0.445890672,-0.622105329,1.243210571,-0.830942537,1.915498578,-2.888385901,-1
385,MODEL1,PARMS,Trachea,1.801465274,13.80613859,-0.024711358,0.441932972,-2.629972457,0.195824625,-1.452613132,4.772200441,-1
