SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,ers_tot,ers_tot1,ers_tot2,Trachea
152,MODEL1,PARMS,Trachea,1.489342998,0.977903389,0.355278089,-0.580125335,2.139628641,0.418553678,0.340843003,-1.238832311,1.523407608,-3.029048294,5.459426047,-1
153,MODEL1,PARMS,Trachea,1.229988555,2.238423391,0.480767848,-1.386017168,5.465863782,0.313152729,-0.378663482,0.561378625,1.500352469,-1.787581972,2.162957107,-1
154,MODEL1,PARMS,Trachea,1.51514344,-2.077226763,0.264974432,-0.937759132,3.763955923,0.740406746,-0.005309803,-1.160432722,1.211101695,-2.367064877,3.943714748,-1
155,MODEL1,PARMS,Trachea,1.470735305,-11.15419156,0.266942476,-0.549430643,1.456596798,1.179166316,-3.719626912,8.499475122,1.90504317,-2.950187497,4.497837952,-1
156,MODEL1,PARMS,Trachea,1.470797911,-4.823528392,0.610189432,-1.334972427,4.735781024,0.74327178,-1.084825222,2.1309065,1.339365166,-1.404424915,1.824190366,-1
157,MODEL1,PARMS,Trachea,1.379013245,13.01097642,0.40179116,-0.57490669,1.648673785,-0.534961392,3.260573513,-7.041522009,2.154373331,-4.460461389,7.972947059,-1
158,MODEL1,PARMS,Trachea,1.428782968,9.480070528,0.328417129,-0.397424378,0.74999012,-0.147301154,1.681870787,-3.901660105,1.607865907,-3.196108906,5.700143962,-1
159,MODEL1,PARMS,Trachea,1.399564727,9.942571894,0.767907094,-1.825443382,6.486312698,-0.142741569,2.23721577,-5.380438567,0.731101837,0.867321942,-2.875202206,-1
160,MODEL1,PARMS,Trachea,1.475940109,6.983658386,0.516490332,-0.725814951,1.866265281,-0.111757319,1.338612882,-2.133924728,1.868477879,-3.265099458,4.82049109,-1
161,MODEL1,PARMS,Trachea,1.601383349,14.13484536,0.570543514,-0.86562305,1.9483725,-0.438707446,2.851191491,-5.127621749,1.002101505,-0.06522989,-1.763118115,-1
162,MODEL1,PARMS,Trachea,1.305482603,4.691536131,0.443239321,-0.999169793,2.946014623,0.202764786,-0.474657429,2.493897444,1.380790037,-3.360354095,6.241021056,-1
163,MODEL1,PARMS,Trachea,1.358381198,16.92498655,0.592740974,-0.816191677,2.469873847,-0.796146935,4.212712169,-9.279606732,1.792607419,-3.280448945,5.837094547,-1
164,MODEL1,PARMS,Trachea,1.551698771,4.335905768,0.917460698,-2.30671531,8.421787354,0.024181436,2.358459733,-6.570196885,1.460680657,-1.831629659,2.90830537,-1
165,MODEL1,PARMS,Trachea,1.454049127,-6.191129626,0.669106512,-0.999759729,2.592506009,0.812145603,-0.966134052,2.315248366,1.330498468,-0.548600119,-1.442732151,-1
166,MODEL1,PARMS,Trachea,1.526116059,10.6933811,0.539856924,-1.077553016,2.996630515,-0.261496088,0.339875014,0.19877889,1.516800771,-1.933867861,2.654010225,-1
167,MODEL1,PARMS,Trachea,1.349321437,16.29769755,0.262108444,-1.001242979,3.726883272,-0.49087605,2.830523096,-6.962310166,1.314582734,-2.195088429,3.86963226,-1
168,MODEL1,PARMS,Trachea,1.458185194,4.488303541,0.602317503,-1.576785503,4.879989413,0.114935991,0.65606559,-1.967161567,1.575212975,-2.462969202,4.401192488,-1
169,MODEL1,PARMS,Trachea,1.377881402,-3.167900389,0.422257606,-0.843220376,2.976739136,0.614363531,-0.733924997,1.812290565,1.794367261,-3.721656373,6.460579409,-1
170,MODEL1,PARMS,Trachea,1.39524686,13.0124923,0.548692842,-0.639556243,1.180887508,-0.426005652,1.796986104,-3.923674259,1.317003571,-1.104150802,1.219375885,-1
171,MODEL1,PARMS,Trachea,1.696525012,0.802709189,0.288629499,-0.567020213,1.346813288,0.295667948,-0.87689197,2.5602025,2.299843433,-4.571311574,8.00165146,-1
172,MODEL1,PARMS,Trachea,1.371078887,0.255303911,0.53158331,-1.010363474,3.050370892,0.461825085,0.165352988,-1.110171494,1.399712012,-3.559298591,7.332251539,-1
173,MODEL1,PARMS,Trachea,1.431446928,17.7271694,0.642034398,-1.015652933,2.007053736,-0.636941049,2.325209701,-4.92971051,0.925411402,-0.534094466,0.293903845,-1
174,MODEL1,PARMS,Trachea,1.659090794,13.70593557,0.423482826,-0.746829709,0.319787641,-0.451918252,2.192074415,-4.482284186,1.656491009,-3.093564102,5.214726007,-1
175,MODEL1,PARMS,Trachea,1.67790798,21.61592537,0.045896383,0.194948966,-1.687560151,-0.961116753,3.057060324,-5.553467247,2.186565143,-5.011421989,9.148509376,-1
176,MODEL1,PARMS,Trachea,1.718050188,12.76532879,0.375498918,-0.044485509,-2.518314234,-0.413905647,2.148504321,-4.721738911,1.766426342,-3.310085793,5.334675552,-1
177,MODEL1,PARMS,Trachea,1.48867217,10.78461836,0.342185667,-0.409381795,1.227462058,-0.350830598,3.365014741,-7.994367341,1.974435218,-3.798210909,6.577997512,-1
178,MODEL1,PARMS,Trachea,1.435977155,14.79784969,0.228175584,-0.505747736,1.529246244,-0.42987374,2.079606073,-3.488414746,1.47846645,-3.561120982,6.707618503,-1
179,MODEL1,PARMS,Trachea,1.584794949,9.214725279,0.51225078,-1.087277336,3.005391307,-0.194982334,2.069840294,-4.488303593,1.710408392,-4.017369685,7.558607917,-1
180,MODEL1,PARMS,Trachea,1.383793043,7.244493683,0.235438115,-0.672084957,2.235731417,0.152889328,0.550040215,-1.437782479,1.08215881,-1.128377872,1.333885882,-1
181,MODEL1,PARMS,Trachea,1.463705192,8.127061524,0.53734353,-1.013623197,3.225553384,-0.075357934,0.814922804,-1.666201668,1.389985724,-2.338292448,4.296380842,-1
182,MODEL1,PARMS,Trachea,1.595903992,17.29976631,0.40498213,-0.746658124,1.351494624,-0.678531633,2.713441818,-5.545633827,1.631000586,-2.389406254,3.50124753,-1
183,MODEL1,PARMS,Trachea,1.296771536,14.28381729,0.446788101,-0.85156591,2.664771865,-0.540664245,3.075636414,-6.798998221,1.72783877,-3.226123379,5.425753047,-1
184,MODEL1,PARMS,Trachea,1.568599296,3.332528518,0.537094966,-0.779135235,1.939101605,0.128381853,0.992634762,-1.785088633,1.852236891,-3.808675872,6.465312965,-1
185,MODEL1,PARMS,Trachea,1.608074601,0.940040943,0.290327089,0.283681324,-1.905617517,0.435289195,1.35504892,-3.196060355,1.364874427,-1.962086829,2.728404437,-1
186,MODEL1,PARMS,Trachea,1.492262425,7.982875571,0.870681455,-1.565389448,4.230343329,-0.252609015,1.930320824,-4.085145702,1.72331185,-2.741224594,4.054241216,-1
187,MODEL1,PARMS,Trachea,1.369911763,12.20289324,0.299654979,-0.904478105,3.06228053,-0.276942782,0.770859115,-0.880479749,1.52783102,-2.45681535,3.99415626,-1
188,MODEL1,PARMS,Trachea,1.39329402,14.68358381,0.731292877,-1.440163576,4.007830297,-0.676859386,1.845688999,-2.925266465,1.992085522,-4.336051573,8.650230733,-1
189,MODEL1,PARMS,Trachea,1.801599806,8.668935,0.380886437,-0.700882023,1.220669541,-0.171971232,0.181239532,0.634123321,1.995453979,-3.546607722,5.573300503,-1
190,MODEL1,PARMS,Trachea,1.287615045,4.476447097,0.442827011,-1.242120437,4.790842877,0.251043178,-0.325442819,0.536415096,1.209380276,-1.496346194,1.947232795,-1
191,MODEL1,PARMS,Trachea,1.486487559,4.764607102,0.778209284,-1.072829046,2.347555609,-0.006793675,1.740862186,-3.978837537,1.608449479,-2.697920397,4.466875674,-1
192,MODEL1,PARMS,Trachea,1.635760845,5.76372142,0.456879434,-0.772549542,1.857243332,0.031552218,2.130499568,-5.425612207,1.638593896,-2.678916784,4.076358269,-1
193,MODEL1,PARMS,Trachea,1.310267722,13.01364885,0.752256081,-1.810835691,5.686848508,-0.385423352,1.27698293,-2.249566719,1.063516131,-0.609316774,-0.107404546,-1
194,MODEL1,PARMS,Trachea,1.749996251,31.3074513,0.154345044,0.235106861,-3.533682955,-1.509250831,5.012292531,-9.830637421,1.550720831,-3.489129428,6.369218057,-1
195,MODEL1,PARMS,Trachea,1.776020436,5.588669175,0.462499294,-0.880160936,2.254079734,0.147554454,-0.998149651,3.63787862,1.413198003,-3.48169393,6.332437449,-1
196,MODEL1,PARMS,Trachea,1.456292266,8.948180574,0.574130091,-1.339875206,4.226898202,-0.058566898,0.784870786,-2.117835659,1.075820281,-1.597673865,3.162486787,-1
197,MODEL1,PARMS,Trachea,1.403327893,1.211761662,0.816182542,-1.556622429,4.811751033,0.339589639,-0.928305262,3.102986999,1.069269042,0.048949337,-1.849961775,-1
198,MODEL1,PARMS,Trachea,1.505549405,24.88946178,0.988145279,-2.183301688,6.626899066,-1.423690383,6.396752253,-14.87482284,1.889125285,-2.66709116,3.540261577,-1
199,MODEL1,PARMS,Trachea,1.440849495,6.05239382,0.386556284,-1.052425797,3.265058455,0.14842616,-0.499190618,1.934837409,1.310847294,-1.709760363,2.299878466,-1
200,MODEL1,PARMS,Trachea,1.425410614,16.14896152,0.354999702,-0.768043719,2.704096913,-0.560257171,3.337857728,-6.908188957,1.274263015,-0.070041428,-1.933596211,-1
201,MODEL1,PARMS,Trachea,1.49183879,14.14431377,0.686653554,-1.327280071,4.039264531,-0.441953723,1.163727477,-1.297463087,0.924134054,1.127075243,-4.235298408,-1
202,MODEL1,PARMS,Trachea,1.524979577,26.80509124,0.466702172,-0.843505848,2.5405001,-1.447730707,4.412044091,-9.292303166,2.171655533,-4.144701557,7.349421674,-1
203,MODEL1,PARMS,Trachea,1.506595461,5.598975308,0.413273244,-0.942730499,2.954423911,-0.047263152,1.077645841,-2.476594748,2.268602945,-5.145219837,9.282432134,-1
204,MODEL1,PARMS,Trachea,1.558019015,17.95680643,0.460282439,-1.231885695,4.26220292,-0.716003038,3.123185663,-6.523100799,1.519530294,-2.330169001,3.895208863,-1
205,MODEL1,PARMS,Trachea,1.27178817,16.00346583,0.345095224,-0.379602157,0.702401013,-0.445315804,3.047202953,-6.937455526,0.783657969,-0.045554172,-0.563556531,-1
206,MODEL1,PARMS,Trachea,1.408312852,16.77474905,0.630438322,-1.540019125,5.042846434,-0.660191616,2.838598148,-6.114847945,1.377367819,-1.615753955,2.154491972,-1
207,MODEL1,PARMS,Trachea,1.345919012,21.87461914,0.450840415,-0.703508813,1.476537134,-1.006237203,2.201358669,-3.066119993,1.631673121,-2.216826765,3.222310075,-1
208,MODEL1,PARMS,Trachea,1.488481159,6.963745427,0.253418783,-1.053716883,4.74657642,0.020465646,0.255378601,-0.901447297,1.67998889,-2.074608643,3.495084904,-1
209,MODEL1,PARMS,Trachea,1.45837218,9.074898989,0.710087729,-1.934520069,6.499401222,-0.249719964,1.20628043,-2.314725476,1.753425883,-3.132524725,5.345815493,-1
210,MODEL1,PARMS,Trachea,1.393391311,23.0934969,0.573327124,-0.570154051,0.015791005,-1.043760287,3.879433641,-7.891163063,1.187449608,-2.42366286,4.769742602,-1
211,MODEL1,PARMS,Trachea,1.710482128,30.92617069,0.359720656,0.0896949,-3.657489741,-1.404955615,5.06810212,-11.04023718,0.752056543,0.819268913,-2.696824924,-1
212,MODEL1,PARMS,Trachea,1.546761718,6.333239018,0.65454368,-0.892468648,2.170608614,0.016788436,1.615320291,-3.589480767,1.249969292,-2.271888904,3.559472801,-1
213,MODEL1,PARMS,Trachea,1.90236286,11.6587602,0.027986471,0.515709608,-4.319810948,-0.252827948,-0.708171415,4.318074285,2.033064316,-4.932257982,8.684542338,-1
214,MODEL1,PARMS,Trachea,1.506206544,4.386109152,0.456234882,-0.61182597,1.738512565,0.126410452,-0.004601812,1.647702401,1.658414323,-2.788804108,4.45239919,-1
215,MODEL1,PARMS,Trachea,1.392427763,14.94205805,0.678518972,-1.267900533,3.68169022,-0.543749496,3.908090541,-9.665768921,1.21080963,-1.797798052,3.143724766,-1
216,MODEL1,PARMS,Trachea,1.366181137,11.46850275,0.889721862,-1.754738103,4.983807925,-0.467806994,2.155070072,-4.722747633,1.654068184,-2.668847245,4.526497755,-1
217,MODEL1,PARMS,Trachea,1.339190781,14.95218471,0.836047792,-2.155638813,7.375395939,-0.54060984,1.852472747,-3.541397112,1.007049398,1.175397413,-4.574086442,-1
218,MODEL1,PARMS,Trachea,1.400095741,7.528642942,0.305694546,-1.105151125,4.060575008,0.08915206,0.447946564,-1.555924405,1.279683725,-2.293048374,4.288304192,-1
219,MODEL1,PARMS,Trachea,1.477174071,7.057309599,0.833552882,-1.751141514,5.158067957,-0.169388475,1.349964762,-2.936264347,1.767089011,-3.63644231,6.579302407,-1
220,MODEL1,PARMS,Trachea,1.414543622,6.600410932,0.441398937,-1.365698732,5.099499457,-0.004535274,1.835782012,-4.393529245,1.704226325,-3.207661348,5.611534683,-1
221,MODEL1,PARMS,Trachea,1.404771717,6.056996876,0.617161611,-1.534703056,5.323784633,0.000937562,0.900498322,-1.960288301,1.58571387,-3.177913528,5.654343684,-1
222,MODEL1,PARMS,Trachea,1.502929398,13.14807338,0.28740315,-0.741014758,2.301912363,-0.254166824,2.042362206,-4.516969872,1.077989407,-1.238827968,1.767478723,-1
223,MODEL1,PARMS,Trachea,1.562686104,11.32508301,0.245794544,-0.250684762,-0.097176641,-0.028798782,0.325019064,0.773243323,0.580036398,-0.228544001,-0.209535048,-1
224,MODEL1,PARMS,Trachea,1.817112532,19.80626914,0.326177016,-0.08903105,-1.656439363,-0.748493501,2.658618701,-5.186883263,1.261591944,-1.60780741,2.062134513,-1
225,MODEL1,PARMS,Trachea,1.483518885,2.844576941,0.368012072,-1.298393479,4.140275937,0.093804931,-0.233496109,0.600292721,2.601673174,-4.501340463,7.230709793,-1
226,MODEL1,PARMS,Trachea,1.437939172,19.43202002,0.693032986,-1.42466912,4.073293316,-0.911037824,2.388756326,-3.916422978,1.584494415,-1.535885693,1.515005741,-1
227,MODEL1,PARMS,Trachea,1.375765918,14.46371816,0.543447715,-1.532179582,5.676954165,-0.60696456,2.7230557,-5.662735525,1.992058835,-3.748275035,6.325748067,-1
228,MODEL1,PARMS,Trachea,1.577180763,5.520061591,0.393576225,-0.801203097,0.772191058,0.014663988,1.211038305,-2.970151428,2.050734112,-3.963316448,6.468043264,-1
229,MODEL1,PARMS,Trachea,1.477498236,5.07949219,0.709675675,-1.833119395,6.396942138,-0.002812019,0.446307234,-0.654275102,1.749756513,-2.854544752,4.764561671,-1
230,MODEL1,PARMS,Trachea,1.467746943,13.76571951,0.579333107,-1.293922492,3.731158915,-0.52165246,2.76427071,-6.328991683,1.611913041,-2.219499117,3.403788444,-1
231,MODEL1,PARMS,Trachea,1.505048564,5.797855731,0.360385975,-0.66366075,1.781546513,0.270368394,-0.022255407,0.023942239,0.856988169,-1.537300913,2.905486014,-1
232,MODEL1,PARMS,Trachea,1.557868979,2.841516932,0.297334962,-0.406091433,1.526792863,0.187843999,0.351742948,0.717379988,2.033100917,-2.814531891,3.308233573,-1
233,MODEL1,PARMS,Trachea,1.446472842,13.12972269,0.436243008,-0.561850712,1.628785895,-0.545655233,3.603173152,-8.494184633,2.12780587,-5.602830181,11.29107887,-1
234,MODEL1,PARMS,Trachea,1.39040478,13.55511465,0.389261149,-0.780750718,2.384092296,-0.419642951,0.895556742,-0.972323436,1.544017627,-2.310786486,3.465977573,-1
235,MODEL1,PARMS,Trachea,1.3992975,12.46005649,0.51564415,-1.849380077,6.62843057,-0.270170458,-0.14717322,1.090094463,1.242751988,-1.660354106,2.422198305,-1
236,MODEL1,PARMS,Trachea,1.526335091,-5.171820167,0.608398537,-1.260790281,5.136761923,0.877492577,-0.763319704,0.470515714,0.833226666,-0.170181514,-0.578050306,-1
237,MODEL1,PARMS,Trachea,1.525431028,16.24143258,0.28604188,-0.433628146,1.023867748,-0.610650404,1.95796424,-3.94632245,1.689426883,-2.111863754,2.944878987,-1
238,MODEL1,PARMS,Trachea,1.37579013,10.34246106,0.410127033,-0.737092417,2.092957224,-0.204472646,1.171613459,-1.709001552,1.458413662,-2.307124188,3.522757104,-1
239,MODEL1,PARMS,Trachea,1.387668876,19.87390807,0.599505544,-1.679533446,6.802465567,-0.893377902,3.490667731,-7.823151248,1.497589276,-1.290652938,1.148017408,-1
240,MODEL1,PARMS,Trachea,1.731194737,10.71687307,0.099344394,0.259262619,-2.32075468,-0.125870432,2.74561617,-6.980824491,1.411563183,-2.573269268,4.285792399,-1
241,MODEL1,PARMS,Trachea,1.427851385,1.41287575,0.698133431,-1.513911321,5.469948978,0.232052601,0.530873098,-1.556869235,1.807972973,-4.293623379,8.274407745,-1
242,MODEL1,PARMS,Trachea,1.547670349,15.02382892,0.493592404,-1.081992325,2.252294625,-0.379195083,0.843653,-1.058494471,0.856261315,-1.215491341,2.913064999,-1
243,MODEL1,PARMS,Trachea,1.351006881,4.629860096,0.501786582,-1.52031672,6.145467733,0.057066533,-0.045567494,-0.23746966,1.930538115,-3.052481793,5.243298851,-1
244,MODEL1,PARMS,Trachea,1.517402988,6.847747325,0.599445762,-1.091254219,3.790132225,-0.0826448,3.94438747,-10.22633749,1.638504663,-3.151062339,5.043948588,-1
245,MODEL1,PARMS,Trachea,1.433260957,13.39340121,0.580755943,-1.228257883,4.111962509,-0.39207666,2.948757299,-7.143237148,1.108608089,-1.148975853,1.684902672,-1
246,MODEL1,PARMS,Trachea,1.566318713,26.17932176,0.668675125,-1.751518012,6.441846333,-1.419787133,5.106277974,-10.70005405,1.956461624,-3.522505949,5.862972858,-1
247,MODEL1,PARMS,Trachea,1.462036418,-5.808367045,0.430373898,-1.106703455,4.422990934,0.735036599,-0.903416034,1.469215125,2.021505312,-3.609265851,6.028685571,-1
248,MODEL1,PARMS,Trachea,1.650120346,33.70790369,0.391287447,-0.717110558,0.818398346,-1.84373509,4.631849143,-9.09002315,2.039817503,-3.656509641,6.930366302,-1
249,MODEL1,PARMS,Trachea,1.480108118,3.51374114,0.123444626,0.007248055,-0.28404498,0.349964537,-0.346339386,1.121066992,1.392888485,-1.847673212,2.676387065,-1
250,MODEL1,PARMS,Trachea,1.520317553,1.751234888,0.281772427,-0.199458106,-0.742800324,0.252294015,0.238461726,-0.289350118,2.30801932,-6.5069122,12.61931415,-1
251,MODEL1,PARMS,Trachea,1.595521888,19.07875495,0.58245495,-1.338625577,4.028320482,-0.709046505,2.542873007,-3.963361846,0.923607449,0.414787335,-2.895531864,-1
252,MODEL1,PARMS,Trachea,1.681512953,13.12948413,0.344564052,-0.551608424,0.956282403,-0.573041803,0.881969593,-0.148532041,2.509430712,-5.41034771,9.824872071,-1
253,MODEL1,PARMS,Trachea,1.711225383,15.02336737,0.332788406,-0.319837397,-1.416387099,-0.467743505,1.770938532,-3.437934723,1.404427893,-2.428907567,4.274546872,-1
254,MODEL1,PARMS,Trachea,1.53986039,3.818258068,0.369504774,-0.538450434,0.805869246,0.270851131,0.393922786,-1.312776753,1.312454837,-1.41691965,1.410143317,-1
255,MODEL1,PARMS,Trachea,1.363918004,13.47919167,0.590861026,-1.890456677,6.240795367,-0.431797426,2.918114659,-6.716863877,1.580312536,-4.27295044,8.098038003,-1
256,MODEL1,PARMS,Trachea,1.484771799,23.19927318,0.142162201,0.393898655,-3.371085291,-1.067294267,4.561441571,-9.894365043,1.832580282,-3.340628891,5.748357315,-1
257,MODEL1,PARMS,Trachea,1.44537539,6.09533673,0.459355073,-1.334632634,4.776461516,-0.100707001,1.90453968,-4.363757822,2.29160525,-4.583097291,7.79692145,-1
258,MODEL1,PARMS,Trachea,1.774179208,12.36075235,0.359107543,-0.324596733,-1.270780876,-0.328296453,2.012466058,-3.989752796,1.589477055,-3.491410436,6.373327166,-1
259,MODEL1,PARMS,Trachea,1.397694353,5.839529167,0.556277844,-1.035182786,2.920609487,0.045492848,-2.155913826,7.654538847,1.586667956,-2.206243829,3.18836551,-1
260,MODEL1,PARMS,Trachea,1.520635944,20.01712091,-0.204417258,0.672725875,-2.802967636,-0.765604164,2.998956866,-5.822088448,2.051603029,-4.879100612,9.109868874,-1
261,MODEL1,PARMS,Trachea,1.532078504,23.39531079,0.597714134,-0.639262625,0.509090861,-1.163432129,3.096879342,-5.046502544,1.593825049,-2.632988513,4.255181561,-1
262,MODEL1,PARMS,Trachea,1.415459449,10.59151678,0.47168575,-0.773253363,2.115582494,-0.3569276,2.818325756,-6.897559587,1.911463753,-3.670518184,6.749832755,-1
263,MODEL1,PARMS,Trachea,1.23750109,10.0925102,0.629130836,-1.299033504,4.56059152,-0.372196534,3.084675231,-7.289826462,1.942027675,-3.521964259,5.816190255,-1
264,MODEL1,PARMS,Trachea,1.623027996,24.15861539,0.334049645,-0.551002928,0.392202946,-1.202685591,2.192745582,-2.701370431,2.120478917,-4.481584615,8.000186024,-1
265,MODEL1,PARMS,Trachea,1.21669168,9.099888017,0.58371803,-1.355193631,4.712049087,-0.064388222,1.277464087,-2.869104993,0.917037261,-0.727102765,0.872839226,-1
266,MODEL1,PARMS,Trachea,1.607221348,21.74941054,-0.015234105,0.69848165,-5.291766759,-0.877022372,2.399209906,-4.588121248,1.83024157,-4.72123769,9.5149177,-1
267,MODEL1,PARMS,Trachea,1.421347223,5.489739612,0.571088842,-1.527377826,5.713118229,0.07603986,0.769036114,-2.125968216,1.468559362,-1.785111622,2.12564654,-1
268,MODEL1,PARMS,Trachea,1.388897402,16.41203506,0.212332368,-0.544659518,2.082486794,-0.581015987,2.90846668,-6.211402005,1.520988058,-1.067818324,0.186720594,-1
269,MODEL1,PARMS,Trachea,1.323047352,5.899698893,0.473888598,-0.856269129,2.591683575,0.113202699,0.407350229,-0.747199369,1.23481466,-1.51066786,2.171044955,-1
270,MODEL1,PARMS,Trachea,1.532621681,22.45969719,0.353972002,-0.277911558,-0.365740057,-1.047104339,3.865929289,-6.411428274,1.698265775,-2.64697153,3.447371151,-1
271,MODEL1,PARMS,Trachea,1.862654729,15.8063994,0.154701364,0.23313554,-4.090848225,-0.394935531,0.669497422,-0.347530115,1.245641664,-2.739637741,5.347326914,-1
272,MODEL1,PARMS,Trachea,1.457602466,26.69137754,0.613826746,-1.558572696,5.227650392,-1.277395336,5.663101648,-12.82154245,1.117960923,-0.844039832,0.872820495,-1
273,MODEL1,PARMS,Trachea,1.397950913,21.90221295,0.302824971,-0.326321508,0.373999398,-0.854383001,4.028877603,-8.570118586,1.004420156,-0.522917196,-0.158551482,-1
274,MODEL1,PARMS,Trachea,1.325619069,7.437627106,0.583752786,-1.359517926,4.557091585,-0.153691647,1.931810806,-4.78584164,1.998175906,-5.069374697,9.771304544,-1
275,MODEL1,PARMS,Trachea,1.348109544,13.08679102,0.583362519,-1.013832561,2.760956863,-0.364144724,1.75860029,-3.286906692,1.104630343,-1.645841955,2.755076435,-1
276,MODEL1,PARMS,Trachea,1.429382871,7.089346409,0.358790266,-0.976084965,3.195691703,0.019829984,0.020424519,0.84458831,1.647492894,-3.154827671,5.565196581,-1
277,MODEL1,PARMS,Trachea,1.540099515,14.7904196,0.505634411,-1.098484556,2.576418527,-0.594615012,2.183807014,-5.207788932,1.780785404,-2.058146382,2.935861856,-1
278,MODEL1,PARMS,Trachea,1.468921315,16.45207453,0.763221463,-1.650295172,4.766168039,-0.70820856,1.473808423,-2.34233284,1.560946808,-1.975242236,2.349927534,-1
279,MODEL1,PARMS,Trachea,1.367362573,18.13499454,0.631462114,-1.177450622,3.252075464,-0.793609567,2.394754667,-4.317928111,1.472723683,-0.985211732,-0.109767022,-1
280,MODEL1,PARMS,Trachea,1.528448847,6.081116076,0.405075594,-0.890333588,2.885509868,-0.072704857,0.975665568,-0.998668502,2.134042592,-3.355039267,4.793356904,-1
281,MODEL1,PARMS,Trachea,1.618832995,9.701831272,0.331074775,-0.479103581,1.199274967,-0.262084929,2.41668886,-5.160825605,2.042833779,-5.200755529,10.372299,-1
282,MODEL1,PARMS,Trachea,1.474722996,8.016138616,0.573142644,-0.79804512,1.973932963,-0.205218406,1.231006824,-2.938750361,1.837017204,-2.59060024,4.316644903,-1
283,MODEL1,PARMS,Trachea,1.419333552,5.552214616,0.805821008,-2.00325264,6.503836174,-0.133519793,0.770722821,-1.018699268,2.254641368,-5.481661947,10.2148106,-1
284,MODEL1,PARMS,Trachea,1.394583411,-4.757641934,0.683728601,-1.468941679,4.516111841,0.716807141,-1.730984082,3.602250186,1.51900886,-2.618182946,4.434270695,-1
285,MODEL1,PARMS,Trachea,1.415587842,12.96039437,0.265117527,-0.80407817,3.189406151,-0.382419423,2.695828685,-6.394950029,1.776029859,-4.346422285,8.387732471,-1
286,MODEL1,PARMS,Trachea,1.377758814,-6.375998467,1.010628794,-2.253949673,7.643975753,0.849570157,-0.512835544,0.328157942,0.83783426,-0.612510244,0.220080866,-1
287,MODEL1,PARMS,Trachea,1.517011733,13.89382801,0.435894201,-0.4934573,1.054721909,-0.429268693,1.922296553,-4.039093962,1.397080206,-2.083385179,3.143489781,-1
288,MODEL1,PARMS,Trachea,1.570759668,9.958205963,0.436195278,-0.926471309,1.509015694,-0.210823641,0.249391013,0.541305314,1.749227576,-3.715574728,6.905898366,-1
289,MODEL1,PARMS,Trachea,1.734158778,1.422468911,0.331845062,-0.456583434,1.086361207,0.406961005,-0.275870667,0.476276682,1.484404052,-2.518991738,4.45080551,-1
290,MODEL1,PARMS,Trachea,2.00379407,32.0849374,0.103417753,0.67257276,-7.252788849,-1.407464317,5.31327372,-10.54026871,0.997450775,-3.385102137,6.70280964,-1
291,MODEL1,PARMS,Trachea,1.613993827,15.7423497,0.520031989,-0.81195348,1.523425923,-0.650493796,3.266304095,-6.401146252,1.690755227,-3.1782716,5.456051384,-1
292,MODEL1,PARMS,Trachea,1.44782337,4.166802707,0.76580986,-1.290389933,3.359011179,0.092112271,0.12438815,0.079471391,1.439376491,-2.562970698,4.606167027,-1
293,MODEL1,PARMS,Trachea,1.339164141,11.6175278,0.479925237,-0.962719516,2.93975212,-0.121893756,1.302881832,-3.085955297,0.564889232,0.220490531,-0.749816876,-1
294,MODEL1,PARMS,Trachea,1.365870113,4.383166404,0.712578175,-1.921421209,7.509753384,0.13115356,0.890325493,-2.750451358,1.406874297,-3.118964606,6.471139397,-1
295,MODEL1,PARMS,Trachea,1.668948169,-4.083169788,0.831163366,-1.355812656,4.152491606,0.657306698,-0.298286617,-0.344808747,1.220675409,-1.415814886,1.851017549,-1
296,MODEL1,PARMS,Trachea,1.422901071,13.56001255,0.430071138,-0.650326203,2.17595993,-0.393932096,2.274762144,-4.562645817,1.239636484,-1.078924425,0.685873536,-1
297,MODEL1,PARMS,Trachea,1.880669336,19.6819224,-0.233332024,1.373004043,-8.62150665,-0.736328032,2.906716792,-5.609928464,2.134668858,-5.931558084,11.49618758,-1
298,MODEL1,PARMS,Trachea,1.373643189,5.408377047,0.513908319,-1.153940658,4.061233186,0.037992946,0.591549534,-1.008803734,1.719410818,-2.471023891,3.441707194,-1
299,MODEL1,PARMS,Trachea,1.540874003,20.4104085,0.171450103,-0.121080565,-0.89078899,-0.850381268,3.214853598,-6.369358525,1.699411795,-2.510477118,3.951623161,-1
300,MODEL1,PARMS,Trachea,1.435158815,8.280121565,0.763818184,-2.006476071,7.385274143,-0.173141256,0.448344499,-0.751967447,1.539893632,-2.340435891,3.932755295,-1
301,MODEL1,PARMS,Trachea,1.623230003,7.886871454,0.941113623,-2.171331436,7.398025039,-0.220822172,3.135764442,-7.172413003,1.485510864,-1.866250583,2.35247853,-1
302,MODEL1,PARMS,Trachea,1.452450852,2.459523641,0.604999202,-1.526182937,5.506752491,0.247122972,0.786331395,-2.173869842,1.476847607,-2.175676332,3.768627641,-1
303,MODEL1,PARMS,Trachea,1.656270751,10.92312461,-0.052770453,0.502949586,-3.04401673,-0.177384473,0.858998923,-1.089679342,1.87620317,-3.40975011,5.404134871,-1
