SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,Trachea
267,MODEL1,PARMS,Trachea,1.727785375,11.84797762,0.840654198,-0.377422553,0.325393803,-1
268,MODEL1,PARMS,Trachea,1.647417013,10.94993831,1.027149095,0.096407363,-0.800282288,-1
269,MODEL1,PARMS,Trachea,1.873610269,10.91432617,1.036498162,0.045096461,-0.892045243,-1
270,MODEL1,PARMS,Trachea,1.649016795,8.024569088,1.789964198,-3.686544386,5.865770011,-1
271,MODEL1,PARMS,Trachea,1.881753584,11.55867815,0.931973855,-0.112585352,-0.285475454,-1
272,MODEL1,PARMS,Trachea,1.663071981,11.21393863,0.907088792,0.984098989,-2.445462611,-1
273,MODEL1,PARMS,Trachea,1.816397312,10.35335069,1.176564538,-0.117049119,-0.923025724,-1
274,MODEL1,PARMS,Trachea,1.775357198,10.38577151,1.176107757,-0.93330504,1.03896767,-1
275,MODEL1,PARMS,Trachea,1.796328411,10.43495486,1.114378389,0.186820783,-1.057041812,-1
276,MODEL1,PARMS,Trachea,1.742828984,8.686285329,1.674635446,-2.731294362,4.054660051,-1
277,MODEL1,PARMS,Trachea,1.8583987,9.699633832,1.374503617,-1.08597789,0.861917088,-1
278,MODEL1,PARMS,Trachea,1.727233072,9.639636373,1.37778216,-2.269194613,3.747483379,-1
279,MODEL1,PARMS,Trachea,2.006178216,9.111129056,1.534819916,-1.579180026,1.784149047,-1
280,MODEL1,PARMS,Trachea,1.731237694,9.521319823,1.461698129,-1.765042132,2.271976824,-1
281,MODEL1,PARMS,Trachea,1.939346174,7.656017592,1.916259763,-4.001692312,6.091098244,-1
282,MODEL1,PARMS,Trachea,1.64053363,10.82223655,1.097227278,-1.028283185,1.607495711,-1
283,MODEL1,PARMS,Trachea,1.746747363,11.39590483,0.887158341,0.368153207,-0.951159588,-1
284,MODEL1,PARMS,Trachea,1.732254497,11.04702669,1.019562292,-0.343202109,0.138574693,-1
285,MODEL1,PARMS,Trachea,1.799324511,8.487295796,1.698563993,-2.264939687,3.007811369,-1
286,MODEL1,PARMS,Trachea,1.811896261,9.953836846,1.30747142,-1.765319429,2.616345948,-1
287,MODEL1,PARMS,Trachea,1.78956218,12.22276827,0.654207702,0.667158096,-1.499416299,-1
288,MODEL1,PARMS,Trachea,1.773846861,10.90748243,1.06215749,-0.27785439,-0.166296323,-1
289,MODEL1,PARMS,Trachea,1.795052418,9.724974724,1.269994754,0.255948876,-1.365751638,-1
290,MODEL1,PARMS,Trachea,1.961797186,9.545030545,1.433946959,-2.416656585,3.88959481,-1
291,MODEL1,PARMS,Trachea,1.891860175,8.60820675,1.680611559,-3.122606824,5.151709064,-1
292,MODEL1,PARMS,Trachea,1.76649075,9.118578957,1.535260031,-2.15271144,3.004601876,-1
293,MODEL1,PARMS,Trachea,1.769022398,8.286847947,1.743514142,-2.725124685,3.972240492,-1
294,MODEL1,PARMS,Trachea,1.859539097,11.60823734,0.822630626,0.835960384,-1.940837451,-1
295,MODEL1,PARMS,Trachea,1.870021109,8.188258344,1.775796263,-3.074596436,4.501123351,-1
296,MODEL1,PARMS,Trachea,1.737521992,9.582969627,1.478559382,-2.054982662,2.812367613,-1
297,MODEL1,PARMS,Trachea,1.824979355,10.11594204,1.246846053,-0.57450772,0.001087998,-1
298,MODEL1,PARMS,Trachea,1.706755155,10.62738661,1.135613424,-1.370231294,2.189383653,-1
299,MODEL1,PARMS,Trachea,1.844162532,10.19072563,1.154017718,1.048887177,-2.876639317,-1
300,MODEL1,PARMS,Trachea,1.823963075,10.41913488,1.214651391,-0.998723595,1.226606939,-1
301,MODEL1,PARMS,Trachea,1.863416636,8.535916372,1.724740693,-3.887985683,6.390792986,-1
302,MODEL1,PARMS,Trachea,1.798754309,8.785163844,1.664807151,-2.757271699,4.099925883,-1
303,MODEL1,PARMS,Trachea,1.653094212,11.13985434,0.938523102,-0.585410007,0.846766829,-1
304,MODEL1,PARMS,Trachea,1.87137286,9.326508629,1.494882065,-2.56643172,4.095268208,-1
305,MODEL1,PARMS,Trachea,1.663926287,10.58240684,1.093849177,-0.163554763,-0.438842737,-1
306,MODEL1,PARMS,Trachea,1.722050829,9.414317116,1.473283191,-2.418092624,3.956076837,-1
307,MODEL1,PARMS,Trachea,2.056941884,9.273908937,1.460523599,-1.636606217,2.264116658,-1
308,MODEL1,PARMS,Trachea,1.685699738,8.296694878,1.739816464,-3.16983066,4.814148206,-1
309,MODEL1,PARMS,Trachea,1.925855336,7.915660993,1.865571284,-3.590844158,5.848497486,-1
310,MODEL1,PARMS,Trachea,2.014878165,10.49456722,1.116051512,0.102919677,-1.00096721,-1
311,MODEL1,PARMS,Trachea,1.847478489,8.974194257,1.617486802,-2.840522439,4.368100088,-1
312,MODEL1,PARMS,Trachea,1.695895296,8.915301769,1.604802325,-2.749331967,4.159967359,-1
313,MODEL1,PARMS,Trachea,1.860429743,10.75269613,1.020138416,0.583679345,-1.634822317,-1
314,MODEL1,PARMS,Trachea,1.847868478,8.640109925,1.657702257,-2.165460736,3.082532711,-1
315,MODEL1,PARMS,Trachea,1.857704074,10.00383217,1.275522835,-1.095097781,1.498646499,-1
316,MODEL1,PARMS,Trachea,1.710119797,10.18237726,1.222733592,-0.586298961,0.193974097,-1
317,MODEL1,PARMS,Trachea,1.746373987,10.82572193,1.031695547,-0.1779841,-0.009343311,-1
318,MODEL1,PARMS,Trachea,1.91047847,12.12419487,0.756184955,0.500213478,-1.500225164,-1
319,MODEL1,PARMS,Trachea,1.996418936,6.88633233,2.13182207,-4.764514382,7.777436288,-1
320,MODEL1,PARMS,Trachea,1.728570264,10.47823541,1.096221424,-0.236982973,-0.266810022,-1
321,MODEL1,PARMS,Trachea,1.800071833,10.46626115,1.116823467,-0.911155552,1.516326937,-1
322,MODEL1,PARMS,Trachea,1.792333323,8.172160584,1.828690475,-3.864326182,6.076509215,-1
323,MODEL1,PARMS,Trachea,1.783468234,10.84116539,0.955912448,0.752534194,-2.131004541,-1
324,MODEL1,PARMS,Trachea,1.748796916,10.38566644,1.195996519,-1.433498377,2.477824142,-1
325,MODEL1,PARMS,Trachea,1.836797613,10.54063831,1.202625837,-1.191900797,1.564813719,-1
326,MODEL1,PARMS,Trachea,1.916313565,9.788521185,1.344374239,-0.718771413,0.351305392,-1
327,MODEL1,PARMS,Trachea,1.794647253,9.486472352,1.402581625,-1.065652803,1.170046613,-1
328,MODEL1,PARMS,Trachea,1.950513985,10.83060864,1.084593368,-0.713273917,0.941718952,-1
329,MODEL1,PARMS,Trachea,2.054659899,9.729592666,1.376451645,-1.378551032,1.915483058,-1
330,MODEL1,PARMS,Trachea,1.804661325,10.44768383,1.175617692,-0.664519369,0.429368413,-1
331,MODEL1,PARMS,Trachea,1.75474934,10.48557451,1.164585673,-0.943395519,1.154373236,-1
332,MODEL1,PARMS,Trachea,2.061488303,9.504686208,1.468039499,-2.090288394,2.753305431,-1
333,MODEL1,PARMS,Trachea,1.873285709,11.38387564,0.947015063,0.364075777,-1.490763716,-1
334,MODEL1,PARMS,Trachea,1.759278975,9.660564617,1.313245694,-0.527337744,-0.304380978,-1
335,MODEL1,PARMS,Trachea,1.998214547,10.83105415,1.132642053,-1.332091478,1.851992193,-1
336,MODEL1,PARMS,Trachea,1.815637235,8.996223727,1.508895288,-2.161175972,3.354277601,-1
337,MODEL1,PARMS,Trachea,1.846694263,9.201182015,1.500673239,-1.800577148,2.225236028,-1
338,MODEL1,PARMS,Trachea,1.867558987,11.37457617,0.886792304,0.384369072,-1.08939065,-1
339,MODEL1,PARMS,Trachea,1.681277986,10.13253385,1.285930307,-1.508156074,2.197910155,-1
340,MODEL1,PARMS,Trachea,1.678319729,9.14715209,1.489525829,-1.539588974,2.048728249,-1
341,MODEL1,PARMS,Trachea,1.85206076,8.553058558,1.69946803,-3.407025484,5.628246565,-1
342,MODEL1,PARMS,Trachea,1.687096217,8.801824217,1.657226206,-2.462644614,3.414831195,-1
343,MODEL1,PARMS,Trachea,1.754227268,11.45322839,0.930359287,-0.214187786,-0.041304806,-1
344,MODEL1,PARMS,Trachea,1.85451459,10.64444647,1.157369985,-0.690954619,0.591008403,-1
345,MODEL1,PARMS,Trachea,1.893948194,10.3417312,1.26197038,-1.715521042,2.488311589,-1
346,MODEL1,PARMS,Trachea,1.715147991,13.02204378,0.3645069,3.646753924,-7.033895283,-1
347,MODEL1,PARMS,Trachea,1.769242461,10.75413815,1.052486919,0.090049452,-0.922618162,-1
348,MODEL1,PARMS,Trachea,1.743594819,11.15884914,0.939486307,0.12317624,-0.620617551,-1
349,MODEL1,PARMS,Trachea,1.782332758,8.485771966,1.755018458,-3.244019936,4.854540893,-1
350,MODEL1,PARMS,Trachea,1.762116723,11.40659757,0.893135094,0.365700684,-1.32433301,-1
351,MODEL1,PARMS,Trachea,1.727109003,8.8686828,1.587481279,-2.396302446,3.539841088,-1
352,MODEL1,PARMS,Trachea,1.876230893,10.44479291,1.252865513,-1.983449689,3.351251802,-1
353,MODEL1,PARMS,Trachea,1.861897931,8.512829998,1.742967603,-3.560780002,5.966240074,-1
354,MODEL1,PARMS,Trachea,1.820724043,9.321261981,1.525593077,-2.66314464,3.986562802,-1
355,MODEL1,PARMS,Trachea,1.878531453,7.629068312,1.89581345,-2.756340435,3.441073854,-1
356,MODEL1,PARMS,Trachea,1.775939505,8.728095488,1.571076648,-1.549107646,1.885092433,-1
357,MODEL1,PARMS,Trachea,1.673585895,10.54542721,1.100436561,0.261969036,-1.379242655,-1
358,MODEL1,PARMS,Trachea,1.718795614,10.07658583,1.284651322,-1.816229703,3.075919652,-1
359,MODEL1,PARMS,Trachea,1.856165576,10.35579912,1.189230982,-0.471952335,0.026942147,-1
360,MODEL1,PARMS,Trachea,1.69604986,9.520824687,1.440188592,-2.473200386,4.060231248,-1
361,MODEL1,PARMS,Trachea,1.711261785,8.58207509,1.675481532,-2.941186116,4.661348211,-1
362,MODEL1,PARMS,Trachea,1.878779957,8.900609702,1.575787536,-2.596101096,4.12531417,-1
363,MODEL1,PARMS,Trachea,1.789442805,9.334277993,1.437857117,-1.780077536,2.673975688,-1
364,MODEL1,PARMS,Trachea,2.055835387,11.7146716,0.77880993,1.330862933,-3.049055424,-1
365,MODEL1,PARMS,Trachea,1.725016193,11.43017939,0.82046918,0.346684112,-0.888191423,-1
366,MODEL1,PARMS,Trachea,1.666722087,10.36687764,1.143769348,-0.335930503,-0.300758569,-1
367,MODEL1,PARMS,Trachea,1.759685175,9.791873267,1.300652175,-1.006477409,0.897287292,-1
368,MODEL1,PARMS,Trachea,1.95314645,9.465633369,1.454758877,-2.22417311,3.321841761,-1
369,MODEL1,PARMS,Trachea,1.647993371,9.947125037,1.307101366,-1.37883216,1.737453864,-1
370,MODEL1,PARMS,Trachea,1.879682591,11.16659206,0.960160953,0.372246738,-1.375867751,-1
371,MODEL1,PARMS,Trachea,1.761605993,10.88813232,0.986262716,0.388013264,-1.138245702,-1
372,MODEL1,PARMS,Trachea,1.816828294,8.690250023,1.684106478,-2.944920869,4.481098114,-1
373,MODEL1,PARMS,Trachea,1.64776588,9.889269251,1.319514315,-1.080010223,1.094007186,-1
374,MODEL1,PARMS,Trachea,1.835188679,11.15915414,0.934511021,0.568777438,-1.662906569,-1
375,MODEL1,PARMS,Trachea,2.140174113,10.7955433,1.078344332,-1.355985416,2.414520039,-1
376,MODEL1,PARMS,Trachea,1.874526732,11.24510799,0.895482828,0.911688177,-2.280766589,-1
377,MODEL1,PARMS,Trachea,1.751036663,9.541618484,1.405164527,-1.753335928,2.38490312,-1
378,MODEL1,PARMS,Trachea,1.800525502,10.78749332,1.076816378,-0.719258891,0.550262178,-1
379,MODEL1,PARMS,Trachea,1.783833628,10.93259456,1.010846759,-0.314392164,0.342538199,-1
380,MODEL1,PARMS,Trachea,1.77281086,8.87884831,1.636307451,-2.838924093,4.312978014,-1
381,MODEL1,PARMS,Trachea,1.686983241,9.647560229,1.33599086,-0.582836394,0.082635875,-1
382,MODEL1,PARMS,Trachea,1.716918326,8.802578843,1.671714162,-3.350232261,5.406421033,-1
383,MODEL1,PARMS,Trachea,1.868083908,10.5461203,1.161360462,-1.101761237,1.68486107,-1
384,MODEL1,PARMS,Trachea,1.827325199,8.959211418,1.575576554,-2.59041531,4.03919944,-1
385,MODEL1,PARMS,Trachea,1.80690075,9.687445484,1.357376248,-0.793579628,0.556922397,-1
386,MODEL1,PARMS,Trachea,1.868508218,8.774843387,1.6670556,-2.417810744,3.572813329,-1
387,MODEL1,PARMS,Trachea,1.724390529,8.691429497,1.648736083,-2.793746238,4.218798498,-1
388,MODEL1,PARMS,Trachea,1.685741342,9.976155866,1.298993414,-1.78338752,2.742800988,-1
389,MODEL1,PARMS,Trachea,1.757491017,11.74311777,0.764856502,1.683887953,-3.640655547,-1
390,MODEL1,PARMS,Trachea,1.842795348,13.36654529,0.418447393,1.018799374,-1.667402673,-1
391,MODEL1,PARMS,Trachea,1.904384294,10.97728328,1.041457229,-0.760795452,1.0655462,-1
392,MODEL1,PARMS,Trachea,1.668634583,9.027709528,1.624159946,-3.002235564,4.774136962,-1
393,MODEL1,PARMS,Trachea,1.791392779,10.428925,1.187074606,-1.135654597,1.487265219,-1
394,MODEL1,PARMS,Trachea,1.724894734,9.823568606,1.289773591,-0.421806164,-0.110303118,-1
395,MODEL1,PARMS,Trachea,1.989793395,9.940400393,1.376145153,-2.556967013,4.408295218,-1
396,MODEL1,PARMS,Trachea,1.643020417,11.42650757,0.878530009,0.552560647,-1.699295009,-1
397,MODEL1,PARMS,Trachea,1.820701575,9.721224131,1.346656987,-1.25188417,1.627751967,-1
398,MODEL1,PARMS,Trachea,1.906509493,10.92768046,1.022311227,-0.684368897,1.18481273,-1
399,MODEL1,PARMS,Trachea,1.899326664,10.00932757,1.300823757,-1.596596556,2.155759843,-1
400,MODEL1,PARMS,Trachea,1.781505461,8.79455229,1.628074219,-2.792708803,4.277277638,-1
401,MODEL1,PARMS,Trachea,1.676671167,9.219557465,1.506114244,-1.790628093,2.063398023,-1
402,MODEL1,PARMS,Trachea,2.202493028,11.24163099,1.043944479,-0.989056482,1.242612087,-1
403,MODEL1,PARMS,Trachea,1.915010266,8.653686925,1.695483797,-2.053388963,2.531033911,-1
404,MODEL1,PARMS,Trachea,1.816056007,9.913393572,1.374941057,-2.117393179,3.024898678,-1
405,MODEL1,PARMS,Trachea,1.795153309,10.3593055,1.137983525,-0.534135926,0.475766318,-1
406,MODEL1,PARMS,Trachea,1.747359523,9.905194224,1.369427245,-1.157410835,0.909200878,-1
407,MODEL1,PARMS,Trachea,1.717346362,10.8948413,1.041605443,-0.143913728,-0.285088085,-1
408,MODEL1,PARMS,Trachea,1.743780165,9.933178306,1.241085334,-0.412568246,-0.309545798,-1
409,MODEL1,PARMS,Trachea,1.787580835,8.750474191,1.667265664,-3.415596959,5.492174927,-1
410,MODEL1,PARMS,Trachea,1.857584242,9.6954905,1.300867908,-0.737409289,0.665698492,-1
411,MODEL1,PARMS,Trachea,1.779850424,10.98827144,1.012790577,-0.99601079,1.809692549,-1
412,MODEL1,PARMS,Trachea,1.88850712,11.02918562,1.075862857,-0.641344388,0.763259579,-1
413,MODEL1,PARMS,Trachea,1.854648746,11.37763148,0.902165133,0.328036219,-0.991987826,-1
414,MODEL1,PARMS,Trachea,1.720728674,9.360094351,1.469993853,-1.267221242,1.097728283,-1
415,MODEL1,PARMS,Trachea,1.848283545,10.83992489,1.00391034,0.410182465,-1.717894799,-1
416,MODEL1,PARMS,Trachea,1.772527491,11.24950993,0.923070643,0.605333919,-2.068161375,-1
417,MODEL1,PARMS,Trachea,2.038129888,8.012659232,1.867824893,-3.895708479,6.14468985,-1
418,MODEL1,PARMS,Trachea,1.755442059,10.10207808,1.278572191,-1.637437443,2.337987779,-1
419,MODEL1,PARMS,Trachea,1.87793567,9.547452098,1.41103612,-0.643063548,-0.016393341,-1
420,MODEL1,PARMS,Trachea,1.802494355,9.381395886,1.457888787,-1.257818853,1.146518905,-1
421,MODEL1,PARMS,Trachea,1.833605035,8.65299812,1.581700656,-1.947293501,2.610032897,-1
422,MODEL1,PARMS,Trachea,1.754155193,9.97835601,1.266334554,-0.679548245,0.172158161,-1
423,MODEL1,PARMS,Trachea,1.976130133,11.71504637,0.853364132,0.095335485,-0.325522806,-1
424,MODEL1,PARMS,Trachea,2.129194887,7.876005742,1.806886712,-3.010993175,4.595536507,-1
425,MODEL1,PARMS,Trachea,1.691900095,9.51909198,1.425588177,-1.721351324,2.533146545,-1
426,MODEL1,PARMS,Trachea,1.867095597,10.52879313,1.131428074,-0.789261394,1.02591565,-1
427,MODEL1,PARMS,Trachea,1.621182822,10.55725114,1.136914038,-0.843153758,0.954166167,-1
428,MODEL1,PARMS,Trachea,1.918925603,8.883823541,1.618322097,-2.446267749,3.56184736,-1
429,MODEL1,PARMS,Trachea,1.759513655,9.325226286,1.45011467,-2.191537863,3.600025367,-1
430,MODEL1,PARMS,Trachea,1.690587703,8.161082889,1.817301045,-3.339126485,5.114306825,-1
431,MODEL1,PARMS,Trachea,2.077796283,11.01604276,1.068706253,-0.444250651,0.147426777,-1
432,MODEL1,PARMS,Trachea,1.759680241,10.04973761,1.207545042,-0.787944261,1.068555332,-1
433,MODEL1,PARMS,Trachea,1.752307616,9.74471421,1.307454276,-0.183349985,-0.669462378,-1
434,MODEL1,PARMS,Trachea,2.057481974,11.76251499,0.729237737,1.69382561,-3.756288836,-1
435,MODEL1,PARMS,Trachea,1.836901191,10.36436148,1.242628393,-0.990150326,1.035976577,-1
436,MODEL1,PARMS,Trachea,1.847086527,8.732084899,1.643192682,-2.566938293,3.729068375,-1
437,MODEL1,PARMS,Trachea,2.146990106,12.54488573,0.479065773,3.322821962,-6.527480746,-1
438,MODEL1,PARMS,Trachea,1.742373893,9.345152482,1.499394606,-1.708712929,2.156019666,-1
439,MODEL1,PARMS,Trachea,1.62031212,10.23133718,1.18240276,-0.73222817,1.012159695,-1
440,MODEL1,PARMS,Trachea,1.802303544,10.32747255,1.204895853,-1.127934488,1.468469059,-1
441,MODEL1,PARMS,Trachea,1.701533848,9.416008094,1.478623691,-2.977814556,5.078059771,-1
442,MODEL1,PARMS,Trachea,1.742350623,10.7869169,1.058922921,-0.502691062,0.358798111,-1
443,MODEL1,PARMS,Trachea,1.822198735,9.33324867,1.426496152,-0.751537414,0.292539534,-1
444,MODEL1,PARMS,Trachea,1.86775964,10.99752896,1.01684875,-0.030109244,-0.70020187,-1
445,MODEL1,PARMS,Trachea,1.776315457,9.954724651,1.26122474,-0.289786952,-0.569884526,-1
446,MODEL1,PARMS,Trachea,1.784349462,9.312364545,1.477474354,-1.900623956,2.76695307,-1
447,MODEL1,PARMS,Trachea,1.747854805,8.197946476,1.819458729,-4.274935104,7.181665142,-1
448,MODEL1,PARMS,Trachea,1.89117896,10.10490474,1.2437744,-1.306393274,1.470585192,-1
449,MODEL1,PARMS,Trachea,1.984678137,10.26254509,1.182829482,-1.793492618,2.900748811,-1
450,MODEL1,PARMS,Trachea,1.942019149,8.77718278,1.644737343,-1.984229709,2.424655333,-1
451,MODEL1,PARMS,Trachea,1.854752751,9.606149033,1.473144076,-2.921683829,4.654675868,-1
452,MODEL1,PARMS,Trachea,1.868289995,10.71148209,1.127019845,-0.197690227,-0.604836197,-1
453,MODEL1,PARMS,Trachea,1.690383651,11.66904757,0.820135831,0.70854366,-1.867877001,-1
454,MODEL1,PARMS,Trachea,2.04469941,11.45004868,0.8990173,-0.19379714,0.044347917,-1
455,MODEL1,PARMS,Trachea,1.78043816,8.445162582,1.688676324,-2.572457767,3.729027316,-1
456,MODEL1,PARMS,Trachea,1.734684995,8.981414514,1.570556233,-2.951677816,4.784936952,-1
457,MODEL1,PARMS,Trachea,1.71228152,9.662812061,1.415780935,-2.046878572,3.075127351,-1
458,MODEL1,PARMS,Trachea,1.759654869,11.43743092,0.896339299,1.248687174,-3.071260765,-1
459,MODEL1,PARMS,Trachea,1.907826039,10.1697996,1.236324522,-1.36071012,1.905824006,-1
460,MODEL1,PARMS,Trachea,1.736842102,10.55587997,1.089745091,-0.002774411,-0.718391995,-1
461,MODEL1,PARMS,Trachea,1.815778485,12.10108118,0.680635303,1.338502513,-2.827847088,-1
462,MODEL1,PARMS,Trachea,1.809049242,10.42449462,1.176534032,-0.915061597,0.878230013,-1
463,MODEL1,PARMS,Trachea,1.863450942,10.50382534,1.163947318,-0.393162873,-0.197151638,-1
464,MODEL1,PARMS,Trachea,1.653846608,10.02274468,1.275382026,-1.58057636,2.339562157,-1
465,MODEL1,PARMS,Trachea,1.714780844,9.31532389,1.499255244,-2.135530323,3.333090169,-1
466,MODEL1,PARMS,Trachea,1.875594447,10.86073511,1.048328183,-0.232968948,-0.316329415,-1
467,MODEL1,PARMS,Trachea,1.716556283,9.933959518,1.238546376,-0.552685168,0.417045949,-1
468,MODEL1,PARMS,Trachea,1.891371763,10.41098323,1.202850163,-0.748790873,0.582520647,-1
469,MODEL1,PARMS,Trachea,1.872191654,11.23289047,0.937137045,-0.640141085,1.024957119,-1
470,MODEL1,PARMS,Trachea,1.90487607,10.56698724,1.103542716,-0.107121745,-0.317708178,-1
471,MODEL1,PARMS,Trachea,1.743431351,8.091260848,1.906291942,-4.578544189,7.566681495,-1
472,MODEL1,PARMS,Trachea,1.751314547,11.08721552,0.954780712,0.847213834,-2.26044761,-1
473,MODEL1,PARMS,Trachea,1.698033256,10.34971179,1.187914915,-1.146689143,1.661307641,-1
474,MODEL1,PARMS,Trachea,1.822908319,9.123272416,1.559122485,-3.125985029,5.222499119,-1
475,MODEL1,PARMS,Trachea,1.875080049,9.916433323,1.38175697,-1.943308108,2.665991962,-1
476,MODEL1,PARMS,Trachea,1.886493116,6.981467141,2.183967839,-5.229237213,8.485451295,-1
477,MODEL1,PARMS,Trachea,1.768079334,10.17758594,1.224739242,-0.195019376,-0.82169674,-1
478,MODEL1,PARMS,Trachea,1.735317453,10.43769981,1.136093414,-0.830881347,1.100864124,-1
479,MODEL1,PARMS,Trachea,1.783112928,9.364133124,1.502508736,-2.423301713,3.663852129,-1
480,MODEL1,PARMS,Trachea,1.835420772,8.404152324,1.691082594,-2.071119414,2.499737411,-1
481,MODEL1,PARMS,Trachea,1.837712095,9.130872148,1.468316488,-1.370859378,1.594964538,-1
482,MODEL1,PARMS,Trachea,1.748918602,9.983936678,1.302491176,-1.907998419,3.104416882,-1
483,MODEL1,PARMS,Trachea,1.735100458,10.24601575,1.263262601,-2.028192426,3.45052372,-1
484,MODEL1,PARMS,Trachea,1.782241591,7.958216769,1.817162736,-2.378524312,3.328551332,-1
485,MODEL1,PARMS,Trachea,2.271478244,11.64487606,0.767696463,0.858606977,-1.776682078,-1
486,MODEL1,PARMS,Trachea,1.759879015,9.213685474,1.522919583,-2.917773101,5.045808073,-1
487,MODEL1,PARMS,Trachea,1.811036641,10.43542335,1.197408145,-0.850485515,0.77404962,-1
488,MODEL1,PARMS,Trachea,1.788728876,9.267378703,1.534084769,-2.367087717,3.479473974,-1
489,MODEL1,PARMS,Trachea,1.937514054,11.59430972,0.844736531,0.119436019,-0.533278675,-1
490,MODEL1,PARMS,Trachea,1.879710069,10.64823256,1.129014462,-1.327067853,2.0902485,-1
491,MODEL1,PARMS,Trachea,1.78799627,9.992824949,1.260851758,0.127313513,-1.391804904,-1
492,MODEL1,PARMS,Trachea,1.727986664,9.958114879,1.267750635,-1.161870194,1.613173806,-1
493,MODEL1,PARMS,Trachea,1.746167116,9.608212678,1.429189888,-1.887387936,2.699963228,-1
494,MODEL1,PARMS,Trachea,1.737861012,7.671633751,1.940731416,-3.958747347,6.380189519,-1
495,MODEL1,PARMS,Trachea,1.830435039,8.281718693,1.752417124,-3.676428042,6.257509113,-1
496,MODEL1,PARMS,Trachea,1.874134248,10.69830065,1.13518642,-0.756616495,0.851122706,-1
497,MODEL1,PARMS,Trachea,1.758193817,9.771654781,1.38551604,-2.079745961,3.223810393,-1
498,MODEL1,PARMS,Trachea,1.809686156,9.695855684,1.399536166,-1.448363257,1.566280582,-1
499,MODEL1,PARMS,Trachea,1.79973624,11.39128601,0.922580917,-0.10858988,-0.09854641,-1
500,MODEL1,PARMS,Trachea,1.900492327,9.335734507,1.499922024,-2.095073251,2.988189238,-1
501,MODEL1,PARMS,Trachea,2.138183798,10.90941222,1.112849238,-0.911171427,1.32360406,-1
502,MODEL1,PARMS,Trachea,1.868169181,11.04149796,0.976409365,0.707241368,-2.093295477,-1
503,MODEL1,PARMS,Trachea,1.794404044,11.03342476,1.035916711,-0.174296541,-0.298087071,-1
504,MODEL1,PARMS,Trachea,1.872819886,10.09908455,1.337070314,-2.003634191,3.032313082,-1
505,MODEL1,PARMS,Trachea,1.626401494,11.09742759,0.974483541,-0.463129968,0.542591183,-1
506,MODEL1,PARMS,Trachea,1.85888513,12.36665992,0.622167019,1.53580908,-2.800412611,-1
507,MODEL1,PARMS,Trachea,1.836043444,10.64038434,1.114934032,-0.263348867,-0.174936478,-1
508,MODEL1,PARMS,Trachea,1.879104398,11.98609153,0.779150418,0.554204821,-1.546103189,-1
509,MODEL1,PARMS,Trachea,1.844831047,9.830732035,1.388538459,-2.395453917,3.73172074,-1
510,MODEL1,PARMS,Trachea,1.986589128,10.69410553,1.105964567,-0.125672948,-0.418915764,-1
511,MODEL1,PARMS,Trachea,1.83249196,9.647525068,1.345668832,-1.026991329,1.123893218,-1
512,MODEL1,PARMS,Trachea,1.722532117,10.0657476,1.274795294,-1.766880962,2.856742452,-1
513,MODEL1,PARMS,Trachea,1.68087665,8.478041031,1.763189392,-3.765226609,6.163483649,-1
514,MODEL1,PARMS,Trachea,1.738808682,9.614936979,1.406318055,-1.855525591,2.715950563,-1
515,MODEL1,PARMS,Trachea,1.7795181,9.186888808,1.509878449,-2.947293608,5.082100384,-1
516,MODEL1,PARMS,Trachea,1.824224563,10.72632825,1.055624918,-0.38895331,-0.017299863,-1
517,MODEL1,PARMS,Trachea,2.035221643,10.17947046,1.287565211,-1.377127792,1.624283953,-1
518,MODEL1,PARMS,Trachea,1.739611473,9.773853468,1.374740911,-2.080527247,3.18547973,-1
519,MODEL1,PARMS,Trachea,1.919012292,9.030389304,1.533387511,-2.233011479,3.43389472,-1
520,MODEL1,PARMS,Trachea,1.689548242,9.210732177,1.492973271,-2.069086233,2.972956445,-1
521,MODEL1,PARMS,Trachea,1.781348478,10.12469857,1.286561087,-1.38712034,1.813470141,-1
522,MODEL1,PARMS,Trachea,1.793307868,10.73052796,1.122411009,-0.634241441,0.332611536,-1
523,MODEL1,PARMS,Trachea,1.985184948,9.47446126,1.35628605,-0.985253986,0.751123693,-1
524,MODEL1,PARMS,Trachea,1.767298964,9.017345493,1.563557694,-2.276959312,3.432679151,-1
525,MODEL1,PARMS,Trachea,1.76739448,11.52313047,0.853097437,0.577430948,-1.455848773,-1
526,MODEL1,PARMS,Trachea,1.816599605,11.21995515,1.005087813,-0.482347131,0.266655515,-1
527,MODEL1,PARMS,Trachea,1.752753118,10.82636925,1.044685197,0.004516254,-0.604284961,-1
528,MODEL1,PARMS,Trachea,1.955170911,9.665461739,1.347142847,-0.623354304,0.186462692,-1
529,MODEL1,PARMS,Trachea,1.705538583,10.02620497,1.274107701,-1.306578335,1.789899761,-1
530,MODEL1,PARMS,Trachea,1.815526613,8.24920464,1.813321028,-3.094072343,4.673293377,-1
531,MODEL1,PARMS,Trachea,1.716308024,9.675413712,1.357493949,-1.586542638,2.212570428,-1
532,MODEL1,PARMS,Trachea,1.766947392,8.946746767,1.579858316,-1.94696748,2.687081274,-1
533,MODEL1,PARMS,Trachea,2.054210836,10.06279314,1.222067355,-0.9672499,1.12045688,-1
